year,month,day,provstate,city,latitude,longitude,primary_attacktype,secondary_attacktype,tertiary_attacktype,primary_target,secondary_target,tertiary_target,target_nationality,primary_group,secondary_group,tertiary_group,nperps,nperpcap,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,nkill,nwound,nkillter,nwoundte
2015,4,21,Aleppo,Aleppo,36.203737,37.152329,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,6,0,0
2015,4,22,Idlib,Jisr al-Shughur,35.814405,36.320009,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Al-Furqan Brigades,Ahrar al-Sham,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,7,NA,0,0
2015,4,23,Idlib,Musaybeen,35.85531,36.671555,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,1,0
2015,4,23,Idlib,Fuah,35.980922,36.703065,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,4,23,Idlib,Kafrayah,35.990278000000004,36.678056,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,4,23,Idlib,Jisr al-Shughur,35.814405,36.320009,Hostage Taking (Kidnapping),Bombing/Explosion,Armed Assault,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,Ahrar al-Sham,Jund al-Aqsa,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Firearms,Unknown Gun Type,NA,NA,25,NA,15,NA
2015,4,23,Idlib,Jisr al-Shughur,35.814405,36.320009,Hostage Taking (Kidnapping),Bombing/Explosion,Armed Assault,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,Ahrar al-Sham,Jund al-Aqsa,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Firearms,Unknown Gun Type,NA,NA,24,NA,14,NA
2015,4,23,Idlib,Jisr al-Shughur,35.814405,36.320009,Hostage Taking (Kidnapping),Bombing/Explosion,Armed Assault,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,Ahrar al-Sham,Jund al-Aqsa,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Firearms,Unknown Gun Type,NA,NA,24,NA,14,NA
2015,4,23,Idlib,Ishtabraq,35.792978,36.294778,Hostage Taking (Kidnapping),NA,NA,Military,Terrorists/Non-State Militia,Private Citizens & Property,Syria,Ansar al-Din Front,Al-Nusrah Front,NA,NA,0,Unknown,NA,NA,NA,NA,NA,200,NA,0,0
2015,4,26,Idlib,Jisr al-Shughur,35.814405,36.320009,Bombing/Explosion,NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,NA,NA,NA,NA
2015,4,27,Idlib,Musaybeen,35.855245,36.671186,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,Jund al-Aqsa,2,0,Explosives/Bombs/Dynamite,Vehicle,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Melee,NA,17,NA,2,0
2015,4,27,Idlib,Jisr al-Shughur,35.814405,36.320009,Hostage Taking (Kidnapping),NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,0,0
2015,4,30,Aleppo,Aleppo,36.208903,37.143343,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,10,0,0
2015,4,30,Aleppo,Aleppo,36.187546,37.118452,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,9,0,0
2015,4,30,Aleppo,Aleppo,36.206258,37.152077,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,9,0,0
2015,5,2,Aleppo,Aleppo,36.227697,37.145968,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.21966,37.167394,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.226391,37.121168,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.219291,37.133497,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.2065,37.160027,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.214909,37.162706,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,10,0,0
2015,5,2,Aleppo,Aleppo,36.163858,37.062618,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Lebanon,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,5,4,Damascus,Damascus,33.541529,36.297616,Assassination,NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,3,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Explosives/Bombs/Dynamite,Unknown Explosive Type,Firearms,Unknown Gun Type,6,5,3,0
2015,5,4,Rif Dimashq,Assal al-Ward,33.866506,36.413359,Unknown,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,23,17,NA,NA
2015,5,4,Rif Dimashq,Jibbeh,33.907383,36.482654,Unknown,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,24,17,NA,NA
2015,5,4,Rif Dimashq,Falitah,34.030359,36.583885,Unknown,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,23,16,NA,NA
2015,5,4,Rif Dimashq,Suq Wadi Barada,33.629124,36.108397,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Rif Dimashq,Kfeir,33.811906,36.444846,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Rif Dimashq,Zabadani,33.724696,36.099991,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Rif Dimashq,Serghaya,33.812267,36.159442,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Rif Dimashq,Huraira,33.67025,36.121568,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Rif Dimashq,Jarajir,34.084756,36.663644,Unknown,NA,NA,Terrorists/Non-State Militia,NA,NA,Lebanon,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,5,4,Aleppo,Aleppo,36.208348,37.096354,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,13,NA,0,0
2015,5,6,Al Hasakah,Hasakah,36.515061,40.730296,Bombing/Explosion,Armed Assault,NA,Police,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,8,0,Explosives/Bombs/Dynamite,Vehicle,Explosives/Bombs/Dynamite,Other Explosive Type,Firearms,Unknown Gun Type,24,NA,8,NA
2015,5,6,Al Hasakah,Hasakah,36.506381,40.741049,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,2,0,0
2015,5,6,Al Hasakah,Hasakah,36.518134,40.7488,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,1,0,0
2015,5,6,Al Hasakah,Hasakah,36.491649,40.743405,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,1,0,0
2015,5,6,Deir ez-Zor,Deir ez-Zor,35.332163,40.14692,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,1,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,25,NA,1,0
2015,5,7,Hamah,Salhab,35.260138,36.38408,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,0,0
2015,5,7,Aleppo,Kuwayris,36.183437,37.579852,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,7,0,0,0
2015,5,7,Deir ez-Zor,Deir ez-Zor,35.330914,40.137295,Hostage Taking (Kidnapping),NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,NA,NA,NA,NA,4,0,0,0
2015,5,9,Aleppo,Aleppo,36.189954,37.120404,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,19,0,0
2015,5,10,Idlib,Jisr al-Shughur,35.813378,36.320687,Bombing/Explosion,Armed Assault,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,Jaysh al-Islam (Syria),Ansar al-Din Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,Firearms,Automatic Weapon,NA,NA,72,NA,40,NA
2015,5,12,Homs,Homs,34.730278,36.753099,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,2,14,0,0
2015,5,12,Homs,Homs,34.731913,36.714358,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,2,14,0,0
2015,5,12,Idlib,Arihah,35.808565,36.622323,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,Al-Sham Legion,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,0,0,0,0
2015,5,13,Homs,Sukhnah,34.884225,38.873767,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,50,NA,20,NA
2015,5,15,Homs,Amiryeh,34.880204,38.873422,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,Unknown,NA,NA,NA,5,0,0,0
2015,5,15,Homs,Sukhnah,34.884225,38.873767,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,Unknown,NA,NA,NA,5,0,0,0
2015,5,17,Homs,Palmyra,34.556886,38.278149,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,5,17,Homs,Hulayhilah,34.707778,38.790235,Unknown,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,28,0,0,0
2015,5,17,Homs,Palmyra district,34.667608,38.605832,Unknown,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,28,0,0,0
2015,5,18,Idlib,Mastumah,35.863627,36.634392,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,5,17,Homs,Palmyra,34.556886,38.278149,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,0,0,0
2015,5,19,Damascus,Damascus,33.527313,36.30111,Bombing/Explosion,NA,NA,Government (Diplomatic),NA,NA,Russia,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,5,19,As Suwayda,Haqaf,32.579693,36.576346,Armed Assault,NA,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,6,0,0,0
2015,5,19,Idlib,Mastumah,35.8638,36.633761,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,Ahrar al-Sham,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,NA,NA,NA,0,0,0,0
2015,5,20,Damascus,Damascus,33.516723,36.277314,Bombing/Explosion,NA,NA,Educational Institution,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,23,0,0
2015,5,21,Damascus,Damascus,33.524631,36.296973,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,3,0,0
2015,5,21,Homs,Qaryatayn,34.230531,37.238529,Hostage Taking (Kidnapping),NA,NA,Religious Figures/Institutions,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,3,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA,0,0
2015,5,21,Homs,Palmyra,34.556886,38.278149,Hostage Taking (Kidnapping),NA,NA,Government (General),Military,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Firearms,Unknown Gun Type,Melee,Knife or Other Sharp Object,NA,NA,280,NA,NA,NA
2015,5,22,Idlib,Jisr al-Shughur,35.813899,36.320365,Hostage Taking (Kidnapping),NA,NA,Military,Business,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,0,0
2015,5,25,Lattakia,Lattakia,35.524663,35.77586,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,0,0,0
2015,5,27,Homs,Palmyra,34.550768,38.268761,Hostage Taking (Kidnapping),NA,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,Melee,Knife or Other Sharp Object,20,NA,0,0
2015,5,28,Idlib,Arihah,35.813797,36.609343,Armed Assault,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,Al-Sham Legion,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,NA,NA,0,0
2015,5,28,Idlib,Arihah,35.816205,36.612092,Armed Assault,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,Al-Sham Legion,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,NA,NA,0,0
2015,5,28,Idlib,Arihah,35.816205,36.612092,Armed Assault,NA,NA,Military,NA,NA,Syria,Ahrar al-Sham,Al-Nusrah Front,Al-Sham Legion,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic Weapon,NA,NA,NA,NA,0,0
2015,5,30,Al Hasakah,Hasakah,36.518134,40.7488,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,5,0,0,0
2015,5,30,Al Hasakah,Hasakah,36.510226,40.75221,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,5,0,0,0
2015,5,30,Homs,Palmyra,34.558024,38.285232,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,0,0,0,0
2015,5,30,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,6,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,NA,NA,6,0
2015,5,30,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,6,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,NA,NA,6,0
2015,5,31,Aleppo,Aleppo,36.195282,37.150625,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,8,15,0,0
2015,5,31,Aleppo,Aleppo,36.203022,37.143387,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,NA,0,0
2015,6,1,Aleppo,Sawran,36.565723,37.212954,Unknown,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,6,1,Aleppo,Marea,36.480159,37.195101,Unknown,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,6,1,Aleppo,Azaz,36.586826,37.048084,Unknown,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,6,3,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Police,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,16,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,40,NA,16,NA
2015,6,3,Al Hasakah,Hasakah,36.505971,40.739051,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,16,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,40,NA,16,NA
2015,6,3,Al Hasakah,Hasakah,36.505971,40.739051,Bombing/Explosion,NA,NA,Utilities,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,16,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,39,NA,16,NA
2015,6,6,Idlib,Unknown,35.931027,36.641778,Hostage Taking (Kidnapping),NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,7,NA,2,NA
2015,6,6,Idlib,Basanqul,35.807246,36.496769,Hostage Taking (Kidnapping),NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,7,NA,2,NA
2015,6,6,Idlib,Nahleh,35.782814,36.591231,Hostage Taking (Kidnapping),NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,7,NA,2,NA
2015,6,6,Idlib,Sanqarah,35.811389,36.475,Hostage Taking (Kidnapping),NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,6,NA,2,NA
2015,6,6,Idlib,Aynata,35.823498,36.484086,Hostage Taking (Barricade Incident),NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,6,NA,1,NA
2015,6,6,Idlib,Kafr Shalaya,35.768902,36.537263,Hostage Taking (Kidnapping),NA,NA,Military,Private Citizens & Property,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,6,NA,1,NA
2015,6,6,Idlib,Unknown,35.931027,36.641778,Hostage Taking (Kidnapping),NA,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,6,NA,1,NA
2015,6,6,Aleppo,Aleppo,36.233621,37.142638,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,9,NA,0,0
2015,6,7,Homs,Homs,34.730901,36.724773,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,1,0,0
2015,6,7,Homs,Homs,34.730901,36.724773,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,6,7,Hamah,Salamiyah,35.011544,37.055896,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,0,1,0,0
2015,6,9,Daraa,Mlaihah el-Sharqiah,32.696985,36.398428,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Southern Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,NA,NA,NA,34,NA,14,NA
2015,6,10,Idlib,Qalb Lawzah,36.169481,36.580439,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Firearms,Automatic Weapon,NA,NA,NA,NA,21,NA,1,0
2015,6,10,Homs,Palmyra district,34.530573,37.627651,Bombing/Explosion,NA,NA,Utilities,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,0,0,0,0
2015,6,11,As Suwayda,Tilah,32.706514,36.417802,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Southern Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,0,0
2015,6,11,Daraa,Buser al-Harir,32.84447,36.340616,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Southern Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,0,0
2015,6,13,Aleppo,Kuwayris,36.186579,37.576486,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,0,0,0
2015,6,13,Aleppo,Aleppo,36.22819,37.14425,Unknown,NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
