year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,nperps,nperpcap,weaptype1,weapsubtype1,nkill,nwound,nkillter,nwoundte
2016,6,2,Latakia,Lattakia,35.556331,35.791541,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,3,4,1,0
2016,6,3,Aleppo,Khan Tuman,36.11752,37.050898,Unknown,Military,Syria,Al-Nusrah Front,NA,0,Unknown,NA,NA,NA,NA,NA
2016,6,5,Aleppo,Aleppo,36.217985,37.172271,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2016,6,5,Aleppo,Aleppo,36.217985,37.172271,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2016,6,5,Aleppo,Aleppo,36.215219,37.172638,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2016,6,5,Aleppo,Aleppo,36.215219,37.172638,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2016,6,11,Damascus,Sayyidah Zaynab,33.446466,36.338748,Bombing/Explosion,Religious Figures/Institutions,Syria,Islamic State of Iraq and the Levant (ISIL),2,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),11,15,1,0
2016,6,11,Damascus,Sayyidah Zaynab,33.446308,36.338044,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,11,15,1,0
2016,6,14,Aleppo,Zaytan,36.064588,37.007779,Unknown,Military,Syria,Jaish al-Sunnah,NA,0,Unknown,NA,43,NA,NA,NA
2016,6,14,Aleppo,Khalsa,36.212268,37.147186,Unknown,Military,Syria,Jaish al-Sunnah,NA,0,Unknown,NA,43,NA,NA,NA
2016,6,16,Aleppo,Aleppo,36.202105,37.13426,Assassination,Journalists & Media,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,0
2016,6,18,Aleppo,Aleppo,36.236418,37.15182,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6,4,0,0
2016,6,19,Al Hasakah,Qamishli,37.055608,41.228009,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4,5,1,0
2016,6,20,Aleppo,Shawa,36.608208,37.632375,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Weran,36.210983,37.148255,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Ghandoura,36.67394,37.751641,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Sur Sanbat,36.207174,37.157227,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Arima,36.472029,37.722439,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Burayj al-Rih,36.267086,37.203616,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Tel Jerja,36.516144,37.483644,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Kawikli,36.491152,37.683263,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Aleppo,36.211957,37.147391,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Qabasin,36.43514,37.566773,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Aleppo,Kafr Kalbin,36.556603,37.089563,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,6,20,Deir ez-Zor,Mayadin,35.015494,40.44654,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Melee,NA,NA,NA,0,0
2016,6,20,Deir ez-Zor,Albu Kamal,34.465326,40.908183,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Melee,NA,NA,NA,0,0
2016,6,21,Hamah,Unknown,35.366578,37.784873,Bombing/Explosion,Military,Russia,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,0
2016,6,25,Aleppo,Manbij,36.535285,37.967865,Armed Assault,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Firearms,Unknown Gun Type,10,0,0,0
2016,6,27,Latakia,Unknown,35.779978,35.982145,Unknown,Military,Syria,Al-Sham Legion,NA,0,Unknown,NA,NA,NA,0,0
2016,6,27,Latakia,Al-Haffah district,35.652204,36.19253,Unknown,Military,Syria,Free Syrian Army,NA,0,Unknown,NA,NA,NA,NA,NA
2016,6,29,Raqqah,Tall Abyad,36.697443,38.957476,Bombing/Explosion,Government (General),Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,11,9,1,0
2016,7,1,Rif Dimashq,Jayrud,33.806244,36.741242,Hostage Taking (Kidnapping),Military,Syria,Al-Nusrah Front,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2016,7,3,Aleppo,Manbij,36.535468,37.967637,Armed Assault,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,7,3,Damascus,Harasta,33.558434,36.366003,Bombing/Explosion,Military,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,3,Rif Dimashq,Hawsh al-Farah,33.567213,36.482216,Bombing/Explosion,Military,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,5,Al Hasakah,Hasakah,36.516337,40.764104,Bombing/Explosion,Business,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,26,31,1,0
2016,7,6,Aleppo,Aleppo,36.236749,37.149809,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,0
2016,7,7,Aleppo,Handarat,36.292102,37.157998,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,7,Aleppo,Aleppo,36.182717,37.219453,Bombing/Explosion,Airports & Aircraft,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,7,Aleppo,Aleppo,36.192376,37.126741,Armed Assault,Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,3,0,0,0
2016,7,8,Aleppo,Aleppo,36.201219,37.117818,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",11,75,0,0
2016,7,8,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",11,75,0,0
2016,7,8,Aleppo,Aleppo,36.218262,37.173173,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",11,75,0,0
2016,7,8,Aleppo,Aleppo,36.201311,37.117903,Bombing/Explosion,Educational Institution,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",10,75,0,0
2016,7,9,Homs,Palmyra,34.569871,38.292108,Bombing/Explosion,Military,Russia,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,0
2016,7,9,Aleppo,Aleppo,36.254806,37.160663,Bombing/Explosion,Military,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,29,NA
2016,7,10,Homs,Palmyra,34.570012,38.292165,Facility/Infrastructure Attack,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,0,0,0,0
2016,7,11,Aleppo,Aleppo,36.212336,37.147275,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,14,0,0
2016,7,11,Aleppo,Aleppo,36.209158,37.154271,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,14,0,0
2016,7,11,Aleppo,Aleppo,36.209318,37.150505,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,13,0,0
2016,7,11,Aleppo,Aleppo,36.209318,37.150505,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,13,0,0
2016,7,11,Aleppo,Aleppo,36.207363,37.157564,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,13,0,0
2016,7,11,Aleppo,Aleppo,36.196736,37.099295,Armed Assault,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,13,0,0
2016,7,13,Aleppo,Handarat,36.292249,37.158164,Bombing/Explosion,Private Citizens & Property,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,16,Aleppo,Manbij,36.535285,37.967865,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Land Mine,1,0,0,0
2016,7,19,Aleppo,Aleppo,36.227702,37.121104,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nasir Army (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,19,Latakia,Unknown,35.597032,36.057875,Bombing/Explosion,Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,1,0
2016,7,18,Latakia,Kinsibba,35.744086,36.163957,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,7,20,Aleppo,Aleppo,36.230552,37.118658,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Mujahideen (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,20,Damascus,Damascus,33.519294,36.331076,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,20,Quneitra,Baath,33.170318,35.869375,Bombing/Explosion,Government (General),Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2016,7,21,Aleppo,Aleppo,36.201198,37.147646,Bombing/Explosion,Police,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,38,NA,0,0
2016,7,22,Aleppo,Aleppo,36.227518,37.118494,Bombing/Explosion,Private Citizens & Property,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,22,Aleppo,Aleppo,36.184412,37.21835,Bombing/Explosion,Airports & Aircraft,Syria,Al-Sham Legion,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,22,Damascus,Irbin,33.538477,36.366003,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,22,Idlib,Fuah,35.981898,36.704488,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,22,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Private Citizens & Property,Syria,Nur-al-Din al-Zinki Movement,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8,30,0,0
2016,7,24,Damascus,Damascus,33.515799,36.314987,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,7,0,0
2016,7,24,Damascus,Damascus,33.513024,36.310416,Bombing/Explosion,Business,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6,7,0,0
2016,7,24,Damascus,Damascus,33.518956,36.313725,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,6,0,0
2016,7,25,Damascus,Damascus,33.499616,36.277186,Bombing/Explosion,Private Citizens & Property,Syria,League of Damascus for Special Tasks,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,NA,0,0
2016,7,25,Aleppo,Aleppo,36.229476,37.119128,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,0
2016,7,25,Damascus,Damascus,33.511552,36.311234,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2016,7,27,Al Hasakah,Qamishli,37.055554,41.228281,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,27,85,1,0
2016,7,27,Al Hasakah,Qamishli,37.055554,41.228281,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,26,85,0,0
2016,7,27,Rif Dimashq,Hawsh al-Farah,33.567453,36.482269,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,7,28,Aleppo,Buyir,36.533357,37.95028,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,24,0,0,0
2016,7,31,Aleppo,Aleppo,36.167604,37.069432,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2016,8,1,Idlib,Saraqib,35.861472,36.798107,Bombing/Explosion,Military,Russia,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5,0,0,0
2016,7,31,Aleppo,Aleppo,36.212124,37.1471,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,5000,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA
2016,7,31,Aleppo,Aleppo,36.199604,37.164402,Hostage Taking (Kidnapping),Military,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,1,NA
2016,8,1,Aleppo,Aleppo,36.181916,37.111966,Bombing/Explosion,Private Citizens & Property,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,NA,0,0
2016,8,1,Aleppo,Aleppo,36.157622,37.133615,Armed Assault,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,0
2016,8,2,Aleppo,Aleppo,36.181522,37.12206,Bombing/Explosion,Private Citizens & Property,Syria,Nur-al-Din al-Zinki Movement,NA,0,Chemical,Explosive,7,20,0,0
2016,8,2,Rif Dimashq,Madaya,33.687463,36.101542,Armed Assault,Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Rifle/Shotgun (non-automatic),0,1,0,0
2016,8,3,Aleppo,Aleppo,36.236236,37.150277,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5,0,0,0
2016,7,31,Aleppo,Aleppo,36.161133,37.133304,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,0,0
2016,8,3,Aleppo,Aleppo,36.211678,37.147533,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",10,0,0,0
2016,8,5,Aleppo,Aleppo,36.157839,37.133843,Bombing/Explosion,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA
2016,8,5,Aleppo,Aleppo,36.157862,37.1339,Bombing/Explosion,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,8,5,Aleppo,Aleppo,36.157862,37.1339,Bombing/Explosion,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,8,5,Aleppo,Aleppo,36.211172,37.148254,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",12,0,0,0
2016,8,6,Aleppo,Aleppo,36.181916,37.111966,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Mujahideen (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,13,0,0
2016,8,6,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2016,8,11,Aleppo,Aleppo,36.21191,37.147099,Bombing/Explosion,Business,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,8,11,Aleppo,Aleppo,36.203255,37.134735,Bombing/Explosion,Business,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,8,11,Aleppo,Manbij,36.535285,37.967865,Armed Assault,Private Citizens & Property,Syria,Syrian Democratic Forces (SDF),NA,0,Firearms,Unknown Gun Type,NA,NA,0,0
2016,8,11,Rif Dimashq,Hawsh Nasri,33.559335,36.47058,Bombing/Explosion,Private Citizens & Property,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,8,11,Damascus,Irbin,33.5388,36.365681,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,8,12,Aleppo,Manbij,36.533253,37.950613,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,NA,NA,0,0
2016,8,13,Aleppo,Aleppo,36.181522,37.12206,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,7,0,0
2016,8,13,Aleppo,Aleppo,36.181963,37.111853,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,7,0,0
2016,8,13,Aleppo,Aleppo,36.198724,37.099722,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,6,0,0
2016,8,14,Aleppo,Aleppo,36.208286,37.149837,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",35,NA,35,NA
2016,8,15,Rif Dimashq,Hawsh Nasri,33.559046,36.470857,Bombing/Explosion,Private Citizens & Property,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,8,14,Idlib,Atmeh,36.313854,36.660312,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),16,25,1,0
2016,8,14,Aleppo,Aleppo,36.195558,37.097624,Bombing/Explosion,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,Vehicle,9,0,0,0
2016,8,16,Aleppo,Marea,36.479441,37.195636,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Chemical,Explosive,0,5,0,0
2016,8,17,Aleppo,Aleppo,36.181522,37.12206,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,9,0,0
2016,8,19,Aleppo,Aleppo,36.211172,37.148254,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2016,8,19,Aleppo,Aleppo,36.208031,37.147795,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2016,8,25,Aleppo,Aleppo,36.200862,37.148254,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8,0,0,0
2016,8,30,Aleppo,Kaliya,36.81983,38.00806,Bombing/Explosion,Military,Turkey,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,3,NA,0
2016,8,29,Hamah,Halfaya,35.262654,36.606693,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA
2016,8,29,Hamah,Buwaydah,35.140888,36.755199,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA
2016,8,29,Hamah,Zalin,35.262654,36.606693,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA
2016,8,29,Hamah,Masassnah,35.262654,36.606693,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA
2016,8,31,Hamah,Suran,35.29269,36.745758,Armed Assault,Private Citizens & Property,Syria,Jund al-Aqsa,NA,0,Firearms,Unknown Gun Type,7,10,7,10
2016,8,31,Hamah,Suran,35.29269,36.745758,Armed Assault,Private Citizens & Property,Syria,Jund al-Aqsa,NA,0,Firearms,Unknown Gun Type,7,10,7,10
2016,8,31,Hamah,Taybet al-Imam,35.26611,36.711498,Armed Assault,Private Citizens & Property,Syria,Jund al-Aqsa,NA,0,Firearms,Unknown Gun Type,7,10,7,10
2016,8,31,Aleppo,Manbij,36.535285,37.967865,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,0,1,0,0
2016,8,31,Hamah,Mhardeh,35.263854,36.584622,Bombing/Explosion,Utilities,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,2,Hamah,Unknown,35.188787,37.211583,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,0
2016,9,5,Tartus,Tartus,34.895928,35.886652,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,14,20,1,0
2016,9,5,Tartus,Tartus,34.895928,35.886652,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),14,20,1,0
2016,9,5,Homs,Homs,34.735104,36.732855,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,5,10,1,0
2016,9,5,Rif Dimashq,As Saburah,33.514722,36.124722,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,3,3,2,0
2016,9,5,Al Hasakah,Hasakah,36.507095,40.745642,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,6,2,1,0
2016,9,5,Aleppo,Aleppo,36.171841,37.13212,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Vehicle,1,0,1,0
2016,9,6,Aleppo,Wuquf,36.585556,37.426111,Bombing/Explosion,Military,Turkey,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6,3,0,0
